Path,Model,%Syntetic
0008 (8).jpg,RealImagesDataset,5.80
0008 (9).jpg,RealImagesDataset,0.00
0008.jpg,RealImagesDataset,0.00
0009 (10).jpg,RealImagesDataset,0.00
0009 (2).jpg,RealImagesDataset,13.68
0009 (3).jpg,RealImagesDataset,0.00
0009 (4).jpg,RealImagesDataset,20.01
0009 (5).jpg,RealImagesDataset,0.00
0009 (6).jpg,RealImagesDataset,0.00
0009 (7).jpg,RealImagesDataset,0.00
0009 (8).jpg,RealImagesDataset,0.00
0009 (9).jpg,RealImagesDataset,0.00
0009.jpg,RealImagesDataset,0.00
0010 (10).jpg,RealImagesDataset,99.56
0010 (2).jpg,RealImagesDataset,82.08
0010 (3).jpg,RealImagesDataset,0.00
0010 (4).jpg,RealImagesDataset,0.00
0010 (5).jpg,RealImagesDataset,10.34
0010 (6).jpg,RealImagesDataset,0.20
0010 (7).jpg,RealImagesDataset,87.03
0010 (8).jpg,RealImagesDataset,0.00
0010 (9).jpg,RealImagesDataset,0.00
0010.jpg,RealImagesDataset,0.00
0011 (10).jpg,RealImagesDataset,10.95
0011 (2).jpg,RealImagesDataset,0.00
0011 (3).jpg,RealImagesDataset,0.00
0011 (4).jpg,RealImagesDataset,0.00
0011 (5).jpg,RealImagesDataset,0.00
0011 (6).jpg,RealImagesDataset,0.00
0011 (7).jpg,RealImagesDataset,0.01
0011 (8).jpg,RealImagesDataset,0.00
0011 (9).jpg,RealImagesDataset,0.00
0011.jpg,RealImagesDataset,0.00
0012 (10).jpg,RealImagesDataset,0.14
0012 (2).jpg,RealImagesDataset,0.00
0012 (3).jpg,RealImagesDataset,0.00
0012 (4).jpg,RealImagesDataset,100.00
0012 (5).jpg,RealImagesDataset,0.00
0012 (6).jpg,RealImagesDataset,0.00
0012 (7).jpg,RealImagesDataset,100.00
0012 (8).jpg,RealImagesDataset,0.00
0012 (9).jpg,RealImagesDataset,0.09
0012.jpg,RealImagesDataset,0.00
0013 (10).jpg,RealImagesDataset,0.00
0013 (2).jpg,RealImagesDataset,99.92
0013 (3).jpg,RealImagesDataset,100.00
0013 (4).jpg,RealImagesDataset,0.00
0013 (5).jpg,RealImagesDataset,19.37
0013 (6).jpg,RealImagesDataset,99.63
0013 (7).jpg,RealImagesDataset,0.09
0013 (8).jpg,RealImagesDataset,0.00
0013 (9).jpg,RealImagesDataset,0.00
0013.jpg,RealImagesDataset,0.00
0014 (10).jpg,RealImagesDataset,0.00
0014 (2).jpg,RealImagesDataset,0.00
0014 (3).jpg,RealImagesDataset,11.49
0014 (4).jpg,RealImagesDataset,0.00
0014 (5).jpg,RealImagesDataset,0.00
0014 (6).jpg,RealImagesDataset,0.00
0014 (7).jpg,RealImagesDataset,0.00
0014 (8).jpg,RealImagesDataset,100.00
0014 (9).jpg,RealImagesDataset,0.00
0014.jpg,RealImagesDataset,0.00
0015 (10).jpg,RealImagesDataset,100.00
0015 (2).jpg,RealImagesDataset,22.92
0015 (3).jpg,RealImagesDataset,0.00
0015 (4).jpg,RealImagesDataset,0.00
0015 (5).jpg,RealImagesDataset,0.02
0015 (6).jpg,RealImagesDataset,0.00
0015 (7).jpg,RealImagesDataset,0.00
0015 (8).jpg,RealImagesDataset,0.00
0015 (9).jpg,RealImagesDataset,0.00
0015.jpg,RealImagesDataset,7.80
0016 (10).jpg,RealImagesDataset,0.13
0016 (2).jpg,RealImagesDataset,0.00
0016 (3).jpg,RealImagesDataset,0.08
0016 (4).jpg,RealImagesDataset,17.15
0016 (5).jpg,RealImagesDataset,98.77
0016 (6).jpg,RealImagesDataset,0.00
0016 (7).jpg,RealImagesDataset,0.00
0016 (8).jpg,RealImagesDataset,0.01
0016 (9).jpg,RealImagesDataset,0.00
0016.jpg,RealImagesDataset,98.40
0017 (10).jpg,RealImagesDataset,100.00
0017 (2).jpg,RealImagesDataset,43.07
0017 (3).jpg,RealImagesDataset,0.00
0017 (4).jpg,RealImagesDataset,0.00
0017 (5).jpg,RealImagesDataset,93.86
0017 (6).jpg,RealImagesDataset,0.00
0017 (7).jpg,RealImagesDataset,0.00
0017 (8).jpg,RealImagesDataset,0.00
0017 (9).jpg,RealImagesDataset,0.03
0017.jpg,RealImagesDataset,0.00
0018 (10).jpg,RealImagesDataset,0.00
0018 (2).jpg,RealImagesDataset,22.94
0018 (3).jpg,RealImagesDataset,0.00
0018 (4).jpg,RealImagesDataset,0.04
0018 (5).jpg,RealImagesDataset,100.00
0018 (6).jpg,RealImagesDataset,0.00
0018 (7).jpg,RealImagesDataset,0.00
0018 (8).jpg,RealImagesDataset,0.00
0018 (9).jpg,RealImagesDataset,0.00
0018.jpg,RealImagesDataset,0.00
0019 (10).jpg,RealImagesDataset,0.00
0019 (2).jpg,RealImagesDataset,0.00
0019 (3).jpg,RealImagesDataset,0.00
0019 (4).jpg,RealImagesDataset,0.00
0019 (5).jpg,RealImagesDataset,0.00
0019 (6).jpg,RealImagesDataset,0.41
0019 (7).jpg,RealImagesDataset,78.17
0019 (8).jpg,RealImagesDataset,0.04
0019 (9).jpg,RealImagesDataset,0.00
0019.jpg,RealImagesDataset,0.00
0020 (10).jpg,RealImagesDataset,0.00
0020 (2).jpg,RealImagesDataset,0.00
0020 (3).jpg,RealImagesDataset,17.79
0020 (4).jpg,RealImagesDataset,88.98
0020 (5).jpg,RealImagesDataset,99.99
0020 (6).jpg,RealImagesDataset,1.19
0020 (7).jpg,RealImagesDataset,0.00
0020 (8).jpg,RealImagesDataset,0.02
0020 (9).jpg,RealImagesDataset,97.58
0020.jpg,RealImagesDataset,0.00
0021 (10).jpg,RealImagesDataset,0.00
0021 (2).jpg,RealImagesDataset,0.00
0021 (3).jpg,RealImagesDataset,0.00
0021 (4).jpg,RealImagesDataset,0.00
0021 (5).jpg,RealImagesDataset,0.00
0021 (6).jpg,RealImagesDataset,0.01
0021 (7).jpg,RealImagesDataset,0.45
0021 (8).jpg,RealImagesDataset,0.00
0021 (9).jpg,RealImagesDataset,0.05
0021.jpg,RealImagesDataset,0.00
0022 (10).jpg,RealImagesDataset,10.32
0022 (2).jpg,RealImagesDataset,0.00
0022 (3).jpg,RealImagesDataset,99.95
0022 (4).jpg,RealImagesDataset,0.00
0022 (5).jpg,RealImagesDataset,0.00
0022 (6).jpg,RealImagesDataset,0.00
0022 (7).jpg,RealImagesDataset,0.00
0022 (8).jpg,RealImagesDataset,59.55
0022 (9).jpg,RealImagesDataset,0.00
0022.jpg,RealImagesDataset,0.00
0023 (10).jpg,RealImagesDataset,0.00
0023 (2).jpg,RealImagesDataset,0.00
0023 (3).jpg,RealImagesDataset,0.66
0023 (4).jpg,RealImagesDataset,0.00
0023 (5).jpg,RealImagesDataset,0.00
0023 (6).jpg,RealImagesDataset,0.03
0023 (7).jpg,RealImagesDataset,0.00
0023 (8).jpg,RealImagesDataset,0.00
0023 (9).jpg,RealImagesDataset,99.97
0023.jpg,RealImagesDataset,0.00
0024 (10).jpg,RealImagesDataset,0.05
0024 (2).jpg,RealImagesDataset,95.00
0024 (3).jpg,RealImagesDataset,0.00
0024 (4).jpg,RealImagesDataset,0.00
0024 (5).jpg,RealImagesDataset,0.00
0024 (6).jpg,RealImagesDataset,0.00
0024 (7).jpg,RealImagesDataset,0.00
0024 (8).jpg,RealImagesDataset,0.00
0024 (9).jpg,RealImagesDataset,0.00
0024.jpg,RealImagesDataset,0.00
0025 (10).jpg,RealImagesDataset,0.10
0025 (2).jpg,RealImagesDataset,0.00
0025 (3).jpg,RealImagesDataset,61.12
0025 (4).jpg,RealImagesDataset,0.00
0025 (5).jpg,RealImagesDataset,0.00
0025 (6).jpg,RealImagesDataset,0.00
0025 (7).jpg,RealImagesDataset,0.00
0025 (8).jpg,RealImagesDataset,0.00
0025 (9).jpg,RealImagesDataset,0.52
0025.jpg,RealImagesDataset,0.00
0026 (10).jpg,RealImagesDataset,44.77
0026 (2).jpg,RealImagesDataset,0.00
0026 (3).jpg,RealImagesDataset,99.99
0026 (4).jpg,RealImagesDataset,0.00
0026 (5).jpg,RealImagesDataset,96.55
0026 (6).jpg,RealImagesDataset,0.00
0026 (7).jpg,RealImagesDataset,0.03
0026 (8).jpg,RealImagesDataset,0.00
0026 (9).jpg,RealImagesDataset,0.00
0026.jpg,RealImagesDataset,0.00
0027 (10).jpg,RealImagesDataset,0.83
0027 (2).jpg,RealImagesDataset,0.00
0027 (3).jpg,RealImagesDataset,0.00
0027 (4).jpg,RealImagesDataset,0.00
0027 (5).jpg,RealImagesDataset,0.00
0027 (6).jpg,RealImagesDataset,39.13
0027 (7).jpg,RealImagesDataset,0.00
0027 (8).jpg,RealImagesDataset,99.94
0027 (9).jpg,RealImagesDataset,100.00
0027.jpg,RealImagesDataset,96.62
0028 (10).jpg,RealImagesDataset,0.00
0028 (2).jpg,RealImagesDataset,0.00
0028 (3).jpg,RealImagesDataset,0.00
0028 (4).jpg,RealImagesDataset,100.00
0028 (5).jpg,RealImagesDataset,99.10
0028 (6).jpg,RealImagesDataset,0.00
0028 (7).jpg,RealImagesDataset,3.49
0028 (8).jpg,RealImagesDataset,0.00
0028 (9).jpg,RealImagesDataset,1.38
0028.jpg,RealImagesDataset,0.00
0029 (10).jpg,RealImagesDataset,0.00
0029 (2).jpg,RealImagesDataset,0.00
0029 (3).jpg,RealImagesDataset,4.82
0029 (4).jpg,RealImagesDataset,99.64
0029 (5).jpg,RealImagesDataset,92.68
0029 (6).jpg,RealImagesDataset,0.00
0029 (7).jpg,RealImagesDataset,0.00
0029 (8).jpg,RealImagesDataset,0.00
0029 (9).jpg,RealImagesDataset,0.00
0029.jpg,RealImagesDataset,0.00
0030 (10).jpg,RealImagesDataset,0.00
0030 (2).jpg,RealImagesDataset,0.05
0030 (3).jpg,RealImagesDataset,0.19
0030 (4).jpg,RealImagesDataset,0.00
0030 (5).jpg,RealImagesDataset,0.00
0030 (6).jpg,RealImagesDataset,0.00
0030 (7).jpg,RealImagesDataset,0.05
0030 (8).jpg,RealImagesDataset,0.00
0030 (9).jpg,RealImagesDataset,0.00
0030.jpg,RealImagesDataset,0.00
0031 (10).jpg,RealImagesDataset,0.00
0031 (2).jpg,RealImagesDataset,100.00
0031 (3).jpg,RealImagesDataset,0.00
0031 (4).jpg,RealImagesDataset,0.00
0031 (5).jpg,RealImagesDataset,0.00
0031 (6).jpg,RealImagesDataset,0.00
0031 (7).jpg,RealImagesDataset,0.00
0031 (8).jpg,RealImagesDataset,0.34
0031 (9).jpg,RealImagesDataset,98.64
0031.jpg,RealImagesDataset,0.00
0032 (10).jpg,RealImagesDataset,23.42
0032 (2).jpg,RealImagesDataset,97.74
0032 (3).jpg,RealImagesDataset,0.00
0032 (4).jpg,RealImagesDataset,0.00
0032 (5).jpg,RealImagesDataset,0.00
0032 (6).jpg,RealImagesDataset,0.68
0032 (7).jpg,RealImagesDataset,23.11
0032 (8).jpg,RealImagesDataset,0.00
0032 (9).jpg,RealImagesDataset,0.20
0032.jpg,RealImagesDataset,3.14
0033 (10).jpg,RealImagesDataset,26.17
0033 (2).jpg,RealImagesDataset,0.00
0033 (3).jpg,RealImagesDataset,0.00
0033 (4).jpg,RealImagesDataset,0.00
0033 (5).jpg,RealImagesDataset,0.01
0033 (6).jpg,RealImagesDataset,0.00
0033 (7).jpg,RealImagesDataset,0.00
0033 (8).jpg,RealImagesDataset,0.00
0033 (9).jpg,RealImagesDataset,0.00
0033.jpg,RealImagesDataset,16.47
0034 (10).jpg,RealImagesDataset,0.00
0034 (2).jpg,RealImagesDataset,0.00
0034 (3).jpg,RealImagesDataset,0.25
0034 (4).jpg,RealImagesDataset,0.00
0034 (5).jpg,RealImagesDataset,99.09
0034 (6).jpg,RealImagesDataset,0.00
0034 (7).jpg,RealImagesDataset,0.00
0034 (8).jpg,RealImagesDataset,0.00
0034 (9).jpg,RealImagesDataset,0.00
0034.jpg,RealImagesDataset,0.00
0035 (10).jpg,RealImagesDataset,0.00
0035 (2).jpg,RealImagesDataset,0.00
0035 (3).jpg,RealImagesDataset,0.00
0035 (4).jpg,RealImagesDataset,2.48
0035 (5).jpg,RealImagesDataset,0.00
0035 (6).jpg,RealImagesDataset,0.00
0035 (7).jpg,RealImagesDataset,0.05
0035 (8).jpg,RealImagesDataset,0.00
0035 (9).jpg,RealImagesDataset,0.00
0035.jpg,RealImagesDataset,0.00
0036 (10).jpg,RealImagesDataset,0.00
0036 (2).jpg,RealImagesDataset,0.00
0036 (3).jpg,RealImagesDataset,2.46
0036 (4).jpg,RealImagesDataset,0.00
0036 (5).jpg,RealImagesDataset,0.12
0036 (6).jpg,RealImagesDataset,3.87
0036 (7).jpg,RealImagesDataset,0.00
0036 (8).jpg,RealImagesDataset,0.00
0036 (9).jpg,RealImagesDataset,0.00
0036.jpg,RealImagesDataset,1.70
0037 (10).jpg,RealImagesDataset,0.00
0037 (2).jpg,RealImagesDataset,0.02
0037 (3).jpg,RealImagesDataset,0.00
0037 (4).jpg,RealImagesDataset,0.00
0037 (5).jpg,RealImagesDataset,0.00
0037 (6).jpg,RealImagesDataset,0.00
0037 (7).jpg,RealImagesDataset,99.13
0037 (8).jpg,RealImagesDataset,0.00
0037 (9).jpg,RealImagesDataset,0.71
0037.jpg,RealImagesDataset,0.00
0038 (10).jpg,RealImagesDataset,4.57
0038 (2).jpg,RealImagesDataset,0.00
0038 (3).jpg,RealImagesDataset,0.00
0038 (4).jpg,RealImagesDataset,0.00
0038 (5).jpg,RealImagesDataset,0.03
0038 (6).jpg,RealImagesDataset,0.37
0038 (7).jpg,RealImagesDataset,0.00
0038 (8).jpg,RealImagesDataset,35.51
0038 (9).jpg,RealImagesDataset,0.00
0038.jpg,RealImagesDataset,0.00
0039 (10).jpg,RealImagesDataset,0.00
0039 (2).jpg,RealImagesDataset,0.00
0039 (3).jpg,RealImagesDataset,51.38
0039 (4).jpg,RealImagesDataset,0.00
0039 (5).jpg,RealImagesDataset,0.00
0039 (6).jpg,RealImagesDataset,0.80
0039 (7).jpg,RealImagesDataset,0.00
0039 (8).jpg,RealImagesDataset,0.00
0039 (9).jpg,RealImagesDataset,0.00
0039.jpg,RealImagesDataset,58.98
0040 (10).jpg,RealImagesDataset,0.00
0040 (2).jpg,RealImagesDataset,0.00
0040 (3).jpg,RealImagesDataset,99.99
0040 (4).jpg,RealImagesDataset,0.15
0040 (5).jpg,RealImagesDataset,78.06
0040 (6).jpg,RealImagesDataset,0.00
0040 (7).jpg,RealImagesDataset,0.00
0040 (8).jpg,RealImagesDataset,99.90
0040 (9).jpg,RealImagesDataset,100.00
0040.jpg,RealImagesDataset,0.03
0041 (10).jpg,RealImagesDataset,0.00
0041 (2).jpg,RealImagesDataset,99.88
0041 (3).jpg,RealImagesDataset,0.00
0041 (4).jpg,RealImagesDataset,99.80
0041 (5).jpg,RealImagesDataset,58.94
0041 (6).jpg,RealImagesDataset,59.63
0041 (7).jpg,RealImagesDataset,0.06
0041 (8).jpg,RealImagesDataset,0.76
0041 (9).jpg,RealImagesDataset,0.00
0041.jpg,RealImagesDataset,0.00
0042 (10).jpg,RealImagesDataset,0.00
0042 (2).jpg,RealImagesDataset,52.52
0042 (3).jpg,RealImagesDataset,0.00
0042 (4).jpg,RealImagesDataset,0.00
0042 (5).jpg,RealImagesDataset,0.00
0042 (6).jpg,RealImagesDataset,0.00
0042 (7).jpg,RealImagesDataset,1.71
0042 (8).jpg,RealImagesDataset,63.44
0042 (9).jpg,RealImagesDataset,0.00
0042.jpg,RealImagesDataset,80.05
0043 (10).jpg,RealImagesDataset,0.00
0043 (2).jpg,RealImagesDataset,0.00
0043 (3).jpg,RealImagesDataset,0.00
0043 (4).jpg,RealImagesDataset,100.00
0043 (5).jpg,RealImagesDataset,3.29
0043 (6).jpg,RealImagesDataset,1.08
0043 (7).jpg,RealImagesDataset,0.02
0043 (8).jpg,RealImagesDataset,0.10
0043 (9).jpg,RealImagesDataset,0.02
0043.jpg,RealImagesDataset,0.00
0044 (10).jpg,RealImagesDataset,99.75
0044 (2).jpg,RealImagesDataset,100.00
0044 (3).jpg,RealImagesDataset,100.00
0044 (4).jpg,RealImagesDataset,0.00
0044 (5).jpg,RealImagesDataset,0.00
0044 (6).jpg,RealImagesDataset,95.28
0044 (7).jpg,RealImagesDataset,0.28
0044 (8).jpg,RealImagesDataset,0.00
0044 (9).jpg,RealImagesDataset,0.01
0044.jpg,RealImagesDataset,0.00
0045 (10).jpg,RealImagesDataset,0.00
0045 (2).jpg,RealImagesDataset,0.01
0045 (3).jpg,RealImagesDataset,0.00
0045 (4).jpg,RealImagesDataset,92.69
0045 (5).jpg,RealImagesDataset,38.54
0045 (6).jpg,RealImagesDataset,41.39
0045 (7).jpg,RealImagesDataset,99.88
0045 (8).jpg,RealImagesDataset,65.75
0045 (9).jpg,RealImagesDataset,99.98
0045.jpg,RealImagesDataset,0.00
0046 (10).jpg,RealImagesDataset,0.00
0046 (2).jpg,RealImagesDataset,0.00
0046 (3).jpg,RealImagesDataset,100.00
0046 (4).jpg,RealImagesDataset,0.42
0046 (5).jpg,RealImagesDataset,0.00
0046 (6).jpg,RealImagesDataset,0.00
0046 (7).jpg,RealImagesDataset,0.00
0046 (8).jpg,RealImagesDataset,0.00
0046 (9).jpg,RealImagesDataset,0.00
0046.jpg,RealImagesDataset,0.05
0047 (10).jpg,RealImagesDataset,0.00
0047 (2).jpg,RealImagesDataset,0.00
0047 (3).jpg,RealImagesDataset,0.00
0047 (4).jpg,RealImagesDataset,0.00
0047 (5).jpg,RealImagesDataset,3.37
0047 (6).jpg,RealImagesDataset,0.00
0047 (7).jpg,RealImagesDataset,0.00
0047 (8).jpg,RealImagesDataset,0.00
0047 (9).jpg,RealImagesDataset,0.00
0047.jpg,RealImagesDataset,0.00
0048 (10).jpg,RealImagesDataset,15.69
0048 (2).jpg,RealImagesDataset,0.00
0048 (3).jpg,RealImagesDataset,0.05
0048 (4).jpg,RealImagesDataset,0.10
0048 (5).jpg,RealImagesDataset,0.00
0048 (6).jpg,RealImagesDataset,43.51
0048 (7).jpg,RealImagesDataset,0.00
0048 (8).jpg,RealImagesDataset,0.00
0048 (9).jpg,RealImagesDataset,0.00
0048.jpg,RealImagesDataset,0.00
0049 (10).jpg,RealImagesDataset,0.00
0049 (2).jpg,RealImagesDataset,0.00
0049 (3).jpg,RealImagesDataset,0.00
0049 (4).jpg,RealImagesDataset,78.35
0049 (5).jpg,RealImagesDataset,1.70
0049 (6).jpg,RealImagesDataset,0.00
0049 (7).jpg,RealImagesDataset,0.00
0049 (8).jpg,RealImagesDataset,0.00
0049 (9).jpg,RealImagesDataset,0.00
0049.jpg,RealImagesDataset,0.00
0050 (10).jpg,RealImagesDataset,0.00
0050 (2).jpg,RealImagesDataset,0.00
0050 (3).jpg,RealImagesDataset,0.00
0050 (4).jpg,RealImagesDataset,0.00
0050 (5).jpg,RealImagesDataset,0.00
0050 (6).jpg,RealImagesDataset,96.59
0050 (7).jpg,RealImagesDataset,54.85
0050 (8).jpg,RealImagesDataset,0.00
0050 (9).jpg,RealImagesDataset,15.35
0050.jpg,RealImagesDataset,0.00
0051 (10).jpg,RealImagesDataset,0.00
0051 (2).jpg,RealImagesDataset,0.00
0051 (3).jpg,RealImagesDataset,2.39
0051 (4).jpg,RealImagesDataset,0.00
0051 (5).jpg,RealImagesDataset,0.00
0051 (6).jpg,RealImagesDataset,54.12
0051 (7).jpg,RealImagesDataset,0.01
0051 (8).jpg,RealImagesDataset,0.00
0051 (9).jpg,RealImagesDataset,97.14
0051.jpg,RealImagesDataset,0.00
0052 (10).jpg,RealImagesDataset,0.00
0052 (2).jpg,RealImagesDataset,0.00
0052 (3).jpg,RealImagesDataset,0.07
0052 (4).jpg,RealImagesDataset,0.00
0052 (5).jpg,RealImagesDataset,1.82
0052 (6).jpg,RealImagesDataset,0.00
0052 (7).jpg,RealImagesDataset,37.99
0052 (8).jpg,RealImagesDataset,0.00
0052 (9).jpg,RealImagesDataset,0.00
0052.jpg,RealImagesDataset,0.00
0053 (10).jpg,RealImagesDataset,0.00
0053 (2).jpg,RealImagesDataset,0.00
0053 (3).jpg,RealImagesDataset,100.00
0053 (4).jpg,RealImagesDataset,99.99
0053 (5).jpg,RealImagesDataset,0.02
0053 (6).jpg,RealImagesDataset,0.00
0053 (7).jpg,RealImagesDataset,93.28
0053 (8).jpg,RealImagesDataset,0.00
0053 (9).jpg,RealImagesDataset,0.00
0053.jpg,RealImagesDataset,0.00
0054 (10).jpg,RealImagesDataset,0.00
0054 (2).jpg,RealImagesDataset,0.00
0054 (3).jpg,RealImagesDataset,39.78
0054 (4).jpg,RealImagesDataset,76.90
0054 (5).jpg,RealImagesDataset,6.38
0054 (6).jpg,RealImagesDataset,21.89
0054 (7).jpg,RealImagesDataset,99.89
0054 (8).jpg,RealImagesDataset,0.00
0054 (9).jpg,RealImagesDataset,0.00
0054.jpg,RealImagesDataset,0.00
0055 (10).jpg,RealImagesDataset,0.00
0055 (2).jpg,RealImagesDataset,0.00
0055 (3).jpg,RealImagesDataset,0.00
0055 (4).jpg,RealImagesDataset,0.06
0055 (5).jpg,RealImagesDataset,0.00
0055 (6).jpg,RealImagesDataset,0.00
0055 (7).jpg,RealImagesDataset,0.00
0055 (8).jpg,RealImagesDataset,0.00
0055 (9).jpg,RealImagesDataset,0.00
0055.jpg,RealImagesDataset,0.00
0056 (10).jpg,RealImagesDataset,0.00
0056 (2).jpg,RealImagesDataset,0.00
0056 (3).jpg,RealImagesDataset,34.40
0056 (4).jpg,RealImagesDataset,0.00
0056 (5).jpg,RealImagesDataset,45.66
0056 (6).jpg,RealImagesDataset,0.00
0056 (7).jpg,RealImagesDataset,0.00
0056 (8).jpg,RealImagesDataset,0.00
0056 (9).jpg,RealImagesDataset,0.00
0056.jpg,RealImagesDataset,0.00
0057 (10).jpg,RealImagesDataset,0.00
0057 (2).jpg,RealImagesDataset,0.00
0057 (3).jpg,RealImagesDataset,100.00
0057 (4).jpg,RealImagesDataset,0.00
0057 (5).jpg,RealImagesDataset,0.01
0057 (6).jpg,RealImagesDataset,0.00
0057 (7).jpg,RealImagesDataset,0.00
0057 (8).jpg,RealImagesDataset,0.00
0057 (9).jpg,RealImagesDataset,0.00
0057.jpg,RealImagesDataset,0.00
0058 (10).jpg,RealImagesDataset,0.00
0058 (2).jpg,RealImagesDataset,0.00
0058 (3).jpg,RealImagesDataset,0.00
0058 (4).jpg,RealImagesDataset,0.03
0058 (5).jpg,RealImagesDataset,0.00
0058 (6).jpg,RealImagesDataset,0.00
0058 (7).jpg,RealImagesDataset,0.01
0058 (8).jpg,RealImagesDataset,0.03
0058 (9).jpg,RealImagesDataset,0.00
0058.jpg,RealImagesDataset,0.26
0059 (10).jpg,RealImagesDataset,0.00
0059 (2).jpg,RealImagesDataset,0.00
0059 (3).jpg,RealImagesDataset,0.00
0059 (4).jpg,RealImagesDataset,0.75
0059 (5).jpg,RealImagesDataset,0.73
0059 (6).jpg,RealImagesDataset,0.00
0059 (7).jpg,RealImagesDataset,0.00
0059 (8).jpg,RealImagesDataset,92.48
0059 (9).jpg,RealImagesDataset,0.01
0059.jpg,RealImagesDataset,0.00
0060 (10).jpg,RealImagesDataset,0.00
0060 (2).jpg,RealImagesDataset,42.96
0060 (3).jpg,RealImagesDataset,0.00
0060 (4).jpg,RealImagesDataset,99.33
0060 (5).jpg,RealImagesDataset,6.81
0060 (6).jpg,RealImagesDataset,0.00
0060 (7).jpg,RealImagesDataset,0.00
0060 (8).jpg,RealImagesDataset,0.00
0060 (9).jpg,RealImagesDataset,61.33
0060.jpg,RealImagesDataset,0.00
0061 (10).jpg,RealImagesDataset,0.00
0061 (2).jpg,RealImagesDataset,0.00
0061 (3).jpg,RealImagesDataset,0.00
0061 (4).jpg,RealImagesDataset,0.00
0061 (5).jpg,RealImagesDataset,99.70
