Topic,Link
Politics,http://www.elruinaversal.com/2018/02/04/militantes-del-pri-confiesan-que-votaran-por-amlo-para-que-les-perdone-todos-sus-robos-del-sexenio/
Politics,http://www.elruinaversal.com/2018/06/30/exicanos-en-el-mundial-de-rusia-si-podran-votar-pero-solo-si-lo-hacen-por-meade/
Politics,http://www.elruinaversal.com/2017/06/30/duarte-sera-encerrado-en-un-hotel-de-lujo-frente-al-mar-en-lo-que-se-desocupa-un-lugar-para-trasladarlo-a-la-carcel/
Politics,https://haynoticia.es/rey-felipe-vi-podria-presentarse-las-proximas-elecciones-propio-partido/
Politics,https://www.eldizque.com/el-luchador-octagon-tambien-se-lanzara-por-la-presidencia-de-la-republica/
Politics,https://www.eldizque.com/ricardo-anaya-hara-la-ultima-parte-de-su-campana-en-rusia/
Politics,https://www.eldizque.com/la-camara-de-diputados-aprueba-una-ley-para-declarar-ilegal-el-futbol-en-mexico/
Politics,http://www.elruinaversal.com/2018/07/05/confirmado-pri-expulsa-a-meade-del-partido-por-los-malos-resultados-que-tuvo-en-la-eleccion-2018/
Politics,https://haynoticia.es/el-partido-popular-denuncia-a-la-marca-chorizos-pp-por-desprestigiar-su-imagen/?memeo
Politics,https://www.laotraopinion.com.mx/el-papa-rechaza-a-amlo-las-ideologias-terminan-en-dictaduras/
Politics,https://www.eldizque.com/chicharito-hernandez-toma-el-lugar-de-meade-como-candidato-del-pri/
Entertainment,https://www.eldizque.com/aunque-el-america-niega-el-plagio-cambia-el-himno-de-su-centenario-escuchalo-en-exclusiva/
Entertainment,http://www.elruinaversal.com/2017/05/21/televisa-prepara-novela-inspirada-en-100-anos-de-soledad/
Entertainment,http://www.elruinaversal.com/2017/02/19/televisa-graba-novela-con-personajes-inspirados-en-felipe-calderon-y-margarita-zavala/
Entertainment,http://www.elruinaversal.com/2017/04/26/el-chicharito-sustituira-a-cristiano-ronaldo-como-la-imagen-de-la-ropa-interior-cr7-underwear/
Entertainment,http://lavozpopular.com/el-fc-barcelona-llevara-publicidad-de-shakira-en-su-camiseta/
Entertainment,https://www.eldizque.com/margarita-zavala-busca-a-meryl-streep-para-que-protagonice-la-pelicula-sobre-su-vida/
Entertainment,https://www.eldizque.com/big-show-revela-su-mayor-secreto-en-realidad-mido-solo-1-60-de-estatura/
Entertainment,http://www.elruinaversal.com/2018/01/30/carlos-trejo-producira-dirigira-y-protagonizara-la-version-mexicana-de-los-cazafantasmas/
Entertainment,http://www.elruinaversal.com/2017/04/24/angelica-rivera-inicia-negociaciones-con-televisa-para-interpretar-a-maria-felix-en-la-serie-sobre-su-vida/
Entertainment,http://lavozpopular.com/willy-toledo-espana-usaria-la-bandera-limpiarme-culo/
Entertainment,https://www.eldizque.com/el-disco-de-villancicos-de-roman-reigns-es-lo-mejor-que-le-ha-pasado-a-la-navidad/
Entertainment,https://www.eldizque.com/confirmado-alan-pulido-sera-el-nuevo-james-bond/
Entertainment,https://www.eldizque.com/nuevo-escandalo-en-wwe-ahora-se-filtra-un-video-de-big-show-y-brad-maddox/
Entertainment,http://www.elruinaversal.com/2018/02/25/chava-iglesias-y-hugo-sanchez-protagonizaran-version-mexicana-de-call-me-by-your-name/
Entertainment,https://www.eldizque.com/dc-comics-anuncia-oficialmente-el-romance-entre-batman-y-superman/
Entertainment,http://www.elruinaversal.com/2017/06/22/mexicanas-ya-no-podran-concursar-en-el-miss-universo-por-ordenes-de-donald-trump/
Entertainment,http://www.elruinaversal.com/2018/01/09/familia-presidencial-de-mexico-sorprende-al-desfilar-por-la-alfombra-roja-de-los-globos-de-oro-2018/
Entertainment,http://www.elruinaversal.com/2018/03/13/selena-gomez-se-convierte-en-la-primera-mexicana-deportada-de-eu-por-trump/
Entertainment,https://www.eldizque.com/hijo-del-santo-demanda-al-metro-de-la-ciudad-de-mexico/
Entertainment,http://www.elruinaversal.com/2017/02/27/niegan-ingreso-a-la-ceremonia-del-oscar-a-donald-trump-y-su-esposa/
Entertainment,https://www.eldizque.com/alberto-del-rio-deja-wwe-sera-el-nuevo-chabelo-en-televisa/
Entertainment,https://www.eldizque.com/cuatro-extranas-demandas-presentadas-por-el-hijo-del-santo/
Entertainment,https://www.eldizque.com/tras-renunciar-a-su-candidatura-margarita-zavala-grabara-un-disco/
Entertainment,https://www.eldizque.com/santo-y-blue-demon-si-perdieron-las-mascaras-y-fue-en-acapulco-hace-50-anos/
Entertainment,https://www.eldizque.com/jose-antonio-meade-aparecera-en-la-serie-de-luis-miguel/
Entertainment,http://www.elruinaversal.com/2017/05/14/paulina-pena-se-integrara-al-elenco-de-la-nueva-temporada-deacapulco-shore/
Entertainment,http://www.elruinaversal.com/2018/02/24/karla-souza-rompe-el-silencio-y-confirma-que-fue-eugenio-derbez-el-productor-que-abuso-de-ella/
Entertainment,http://www.elruinaversal.com/2018/06/01/ricardo-anaya-acepta-ser-el-verdadero-padre-del-hijo-de-marjorie-de-sousa/
Entertainment,https://www.eldizque.com/dia-historico-el-doctor-simi-llega-marvel-comics/
Entertainment,https://www.eldizque.com/ante-la-crisis-en-televisa-los-partidos-del-america-seran-transmitidos-en-ppv/
Entertainment,http://www.elruinaversal.com/2018/01/04/pitbull-anuncia-dueto-con-el-nino-de-la-cancion-de-movimiento-ciudadano/
Entertainment,http://www.elruinaversal.com/2017/03/26/martha-higareda-interpretara-a-la-princesa-leia-en-el-spin-off-de-han-solo/
Entertainment,https://www.eldizque.com/madonna-sera-la-nueva-imagen-del-chocolate-abuelita/
Entertainment,http://lavozpopular.com/cbs-planea-gran-hermano-la-casa-blanca-trump-oprah/
Entertainment,https://www.eldizque.com/tv-azteca-anuncia-que-cambiara-su-nombre-por-uno-mas-nacionalista/
Education,http://www.elruinaversal.com/2017/06/04/maestra-de-24-anos-que-tuvo-relaciones-con-un-alumno-de-13-dara-educacion-sexual-en-el-conalep/
Education,http://www.elruinaversal.com/2017/06/25/nombran-a-ricardo-arjona-nuevo-miembro-de-la-real-academia-espanola/
Education,https://haynoticia.es/deniegan-b1-joven-mudo-no-poder-aprobar-examen-oral3333/
Society,https://www.eldizque.com/jorge-vergara-recapacita-y-ofrece-precios-mas-economicos-para-ver-el-clasico-en-chivas-tv/
Society,https://www.eldizque.com/mexicano-anuncia-que-se-casara-con-un-iphone-x/
Society,https://www.eldizque.com/felps-el-nombre-mas-popular-para-los-bebes-nacidos-en-mexico-este-mes/
Society,http://www.elruinaversal.com/2017/03/12/es-oficial-registro-civil-prohibira-ponerle-nombres-gringos-o-extranjeros-a-bebes-mexicanos/
Society,http://www.elruinaversal.com/2017/06/29/mujeres-que-deseen-andar-con-un-sugar-daddy-deberan-tramitar-permiso-sanitario-de-prostitucion/
Society,https://actualidad.rt.com/actualidad/217004-puertas-infierno-video-fraternidad-universidad-texas/amp
Society,https://haynoticia.es/2lleva-diez-anos-trabajando-corte-ingles-sin-nadie-la-haya-contratado/
Society,http://www.elruinaversal.com/2017/05/08/unesco-nombra-a-los-tacos-patrimonio-cultural-inmaterial-de-la-humanidad/
Society,http://www.elruinaversal.com/2017/07/07/testigos-de-jehova-solo-podran-tocar-un-maximo-de-30-minutos-en-la-puerta-de-una-casa-o-seran-sancionados/
Society,http://www.elruinaversal.com/2017/08/19/gringos-comienzan-a-ponerle-nombres-mexicanos-a-sus-bebes-para-que-parezcan-mas-interesantes/
Society,https://www.eldizque.com/se-presenta-el-primer-ajedrez-politicamente-correcto/
Society,http://www.laverdad.es/gente-estilo/201506/26/marero-muere-cubrirse-testiculos-20150626132305.html
Society,https://www.elbuentono.com.mx/gobierno-impide-labor-a-rescatistas/
Society,https://www.eldizque.com/uber-y-la-union-de-taxistas-arreglaran-diferencias-en-una-carrera/
Science,https://www.eldizque.com/el-gobierno-de-la-ciudad-de-mexico-colocara-antenas-para-restringir-el-acceso-a-internet/
Science,http://www.abc.es/recreo/abci-pueblo-rechaza-campo-paneles-solares-miedo-chupar-energia-201512151416_noticia.html
Science,https://www.eldizque.com/apple-anuncia-el-lanzamiento-del-iphone-desechable/
Science,http://www.elruinaversal.com/2018/03/28/crean-maquina-que-puede-pasar-en-un-100-el-dolor-del-parto-al-padre/
Science,https://www.eldizque.com/el-imss-entra-a-la-modernidad-con-la-iniciativa-de-guarderias-virtuales/
Science,https://haynoticia.es/lanzan-al-mercado-collar-antiparasitario-ninos5555/
Science,https://www.eldizque.com/cientificos-del-cch-vallejo-elaboran-teoria-sobre-stephen-hawking/
Science,https://www.eldizque.com/por-mantenimiento-general-el-internet-dejara-de-funcionar-durante-el-proximo-fin-de-semana/
Security,https://haynoticia.es/el-gobierno-instalara-en-las-ranuras-de-los-cajeros-automaticos-un-sistema-que-detecta-restos-de-cocaina5555/
Security,https://www.eldizque.com/la-aparicion-en-tepito-de-un-pokemon-legendario-dispara-la-criminalidad/
Health,https://www.eldizque.com/descubren-que-el-mole-poblano-es-el-mejor-tratamiento-rejuvenecedor/
Health,https://www.eldizque.com/crean-mexicanos-la-primer-cerveza-anticonceptiva-del-mundo/
Health,https://haynoticia.es/crea-furor-una-variante-medusa-provoca-orgasmos-picadura/?memeo
Health,https://www.eldizque.com/cientificos-mexicanos-descubren-cura-infalible-contra-la-impotencia/
Economy,http://www.elruinaversal.com/2018/02/10/precio-del-metro-aumentara-a-5-50-para-financiar-la-reintegracion-de-los-vagoneros/
Sport,https://www.eldizque.com/se-afinan-detalles-para-reigns-vs-mayweather-vs-mcgregor-la-pelea-del-milenio/
Sport,https://www.eldizque.com/conade-y-el-com-aseguran-que-en-tokio-2020-mexico-ganara-mas-de-40-medallas/
Sport,https://www.eldizque.com/revelan-que-el-partido-entre-mexico-y-alemania-estuvo-arreglado/
Sport,https://www.eldizque.com/por-fotomultas-la-formula-1-podria-abandonar-la-ciudad-de-mexico/
Sport,https://haynoticia.es/messi-jugara-con-la-seleccion-espanola/
