Path,Model,%Syntetic
0020 (10).jpg,RealImagesDataset,27.37
0020 (2).jpg,RealImagesDataset,42.81
0020 (3).jpg,RealImagesDataset,21.86
0020 (4).jpg,RealImagesDataset,21.46
0020 (5).jpg,RealImagesDataset,17.59
0020 (6).jpg,RealImagesDataset,12.13
0020 (7).jpg,RealImagesDataset,11.15
0020 (8).jpg,RealImagesDataset,36.09
0020 (9).jpg,RealImagesDataset,26.69
0020.jpg,RealImagesDataset,34.14
0021 (10).jpg,RealImagesDataset,24.19
0021 (2).jpg,RealImagesDataset,27.99
0021 (3).jpg,RealImagesDataset,58.26
0021 (4).jpg,RealImagesDataset,37.49
0021 (5).jpg,RealImagesDataset,37.22
0021 (6).jpg,RealImagesDataset,17.89
0021 (7).jpg,RealImagesDataset,38.98
0021 (8).jpg,RealImagesDataset,32.69
0021 (9).jpg,RealImagesDataset,19.15
0021.jpg,RealImagesDataset,15.25
0022 (10).jpg,RealImagesDataset,39.25
0022 (2).jpg,RealImagesDataset,60.18
0022 (3).jpg,RealImagesDataset,33.38
0022 (4).jpg,RealImagesDataset,50.82
0022 (5).jpg,RealImagesDataset,17.35
0022 (6).jpg,RealImagesDataset,41.27
0022 (7).jpg,RealImagesDataset,32.39
0022 (8).jpg,RealImagesDataset,41.07
0022 (9).jpg,RealImagesDataset,50.07
0022.jpg,RealImagesDataset,50.54
0023 (10).jpg,RealImagesDataset,20.88
0023 (2).jpg,RealImagesDataset,36.48
0023 (3).jpg,RealImagesDataset,23.91
0023 (4).jpg,RealImagesDataset,60.61
0023 (5).jpg,RealImagesDataset,9.99
0023 (6).jpg,RealImagesDataset,39.84
0023 (7).jpg,RealImagesDataset,89.59
0023 (8).jpg,RealImagesDataset,45.26
0023 (9).jpg,RealImagesDataset,22.32
0023.jpg,RealImagesDataset,80.05
0024 (10).jpg,RealImagesDataset,48.49
0024 (2).jpg,RealImagesDataset,46.03
0024 (3).jpg,RealImagesDataset,9.57
0024 (4).jpg,RealImagesDataset,46.72
0024 (5).jpg,RealImagesDataset,91.71
0024 (6).jpg,RealImagesDataset,22.02
0024 (7).jpg,RealImagesDataset,27.73
0024 (8).jpg,RealImagesDataset,23.14
0024 (9).jpg,RealImagesDataset,59.32
0024.jpg,RealImagesDataset,18.99
0025 (10).jpg,RealImagesDataset,72.92
0025 (2).jpg,RealImagesDataset,32.34
0025 (3).jpg,RealImagesDataset,40.29
0025 (4).jpg,RealImagesDataset,20.84
0025 (5).jpg,RealImagesDataset,24.14
0025 (6).jpg,RealImagesDataset,78.95
0025 (7).jpg,RealImagesDataset,18.73
0025 (8).jpg,RealImagesDataset,52.04
0025 (9).jpg,RealImagesDataset,57.25
0025.jpg,RealImagesDataset,46.33
0026 (10).jpg,RealImagesDataset,62.63
0026 (2).jpg,RealImagesDataset,89.53
0026 (3).jpg,RealImagesDataset,18.67
0026 (4).jpg,RealImagesDataset,22.46
0026 (5).jpg,RealImagesDataset,18.99
0026 (6).jpg,RealImagesDataset,20.60
0026 (7).jpg,RealImagesDataset,49.54
0026 (8).jpg,RealImagesDataset,6.50
0026 (9).jpg,RealImagesDataset,7.97
0026.jpg,RealImagesDataset,24.20
0027 (10).jpg,RealImagesDataset,28.34
0027 (2).jpg,RealImagesDataset,53.54
0027 (3).jpg,RealImagesDataset,26.53
0027 (4).jpg,RealImagesDataset,30.09
0027 (5).jpg,RealImagesDataset,24.62
0027 (6).jpg,RealImagesDataset,22.54
0027 (7).jpg,RealImagesDataset,8.74
0027 (8).jpg,RealImagesDataset,11.32
0027 (9).jpg,RealImagesDataset,24.52
0027.jpg,RealImagesDataset,53.80
0028 (10).jpg,RealImagesDataset,52.30
0028 (2).jpg,RealImagesDataset,37.95
0028 (3).jpg,RealImagesDataset,20.60
0028 (4).jpg,RealImagesDataset,58.34
0028 (5).jpg,RealImagesDataset,17.69
0028 (6).jpg,RealImagesDataset,48.66
0028 (7).jpg,RealImagesDataset,18.51
0028 (8).jpg,RealImagesDataset,37.16
0028 (9).jpg,RealImagesDataset,19.63
0028.jpg,RealImagesDataset,18.18
0029 (10).jpg,RealImagesDataset,50.48
0029 (2).jpg,RealImagesDataset,49.19
0029 (3).jpg,RealImagesDataset,22.84
0029 (4).jpg,RealImagesDataset,17.26
0029 (5).jpg,RealImagesDataset,5.27
0029 (6).jpg,RealImagesDataset,31.22
0029 (7).jpg,RealImagesDataset,65.84
0029 (8).jpg,RealImagesDataset,53.02
0029 (9).jpg,RealImagesDataset,77.20
0029.jpg,RealImagesDataset,8.17
0030 (10).jpg,RealImagesDataset,48.57
0030 (2).jpg,RealImagesDataset,56.66
0030 (3).jpg,RealImagesDataset,24.47
0030 (4).jpg,RealImagesDataset,19.48
0030 (5).jpg,RealImagesDataset,36.41
0030 (6).jpg,RealImagesDataset,21.29
0030 (7).jpg,RealImagesDataset,14.89
0030 (8).jpg,RealImagesDataset,75.71
0030 (9).jpg,RealImagesDataset,7.95
0030.jpg,RealImagesDataset,89.96
0031 (10).jpg,RealImagesDataset,74.61
0031 (2).jpg,RealImagesDataset,54.84
0031 (3).jpg,RealImagesDataset,19.14
0031 (4).jpg,RealImagesDataset,32.92
0031 (5).jpg,RealImagesDataset,28.92
0031 (6).jpg,RealImagesDataset,20.37
0031 (7).jpg,RealImagesDataset,43.34
0031 (8).jpg,RealImagesDataset,26.23
0031 (9).jpg,RealImagesDataset,52.11
0031.jpg,RealImagesDataset,50.16
0032 (10).jpg,RealImagesDataset,58.35
0032 (2).jpg,RealImagesDataset,69.34
0032 (3).jpg,RealImagesDataset,16.65
0032 (4).jpg,RealImagesDataset,16.31
0032 (5).jpg,RealImagesDataset,32.40
0032 (6).jpg,RealImagesDataset,62.23
0032 (7).jpg,RealImagesDataset,70.46
0032 (8).jpg,RealImagesDataset,44.09
0032 (9).jpg,RealImagesDataset,20.56
0032.jpg,RealImagesDataset,31.25
0033 (10).jpg,RealImagesDataset,27.67
0033 (2).jpg,RealImagesDataset,35.14
0033 (3).jpg,RealImagesDataset,18.02
0033 (4).jpg,RealImagesDataset,30.81
0033 (5).jpg,RealImagesDataset,28.63
0033 (6).jpg,RealImagesDataset,16.84
0033 (7).jpg,RealImagesDataset,69.66
0033 (8).jpg,RealImagesDataset,72.87
0033 (9).jpg,RealImagesDataset,31.88
0033.jpg,RealImagesDataset,20.38
0034 (10).jpg,RealImagesDataset,55.43
0034 (2).jpg,RealImagesDataset,90.66
0034 (3).jpg,RealImagesDataset,31.26
0034 (4).jpg,RealImagesDataset,31.04
0034 (5).jpg,RealImagesDataset,54.48
0034 (6).jpg,RealImagesDataset,30.39
0034 (7).jpg,RealImagesDataset,67.61
0034 (8).jpg,RealImagesDataset,58.18
0034 (9).jpg,RealImagesDataset,51.80
0034.jpg,RealImagesDataset,42.88
0035 (10).jpg,RealImagesDataset,11.81
0035 (2).jpg,RealImagesDataset,65.35
0035 (3).jpg,RealImagesDataset,59.57
0035 (4).jpg,RealImagesDataset,21.34
0035 (5).jpg,RealImagesDataset,45.88
0035 (6).jpg,RealImagesDataset,51.95
0035 (7).jpg,RealImagesDataset,37.27
0035 (8).jpg,RealImagesDataset,40.20
0035 (9).jpg,RealImagesDataset,27.47
0035.jpg,RealImagesDataset,63.94
0036 (10).jpg,RealImagesDataset,51.34
0036 (2).jpg,RealImagesDataset,55.08
0036 (3).jpg,RealImagesDataset,26.69
0036 (4).jpg,RealImagesDataset,17.23
0036 (5).jpg,RealImagesDataset,15.43
0036 (6).jpg,RealImagesDataset,32.65
0036 (7).jpg,RealImagesDataset,41.69
0036 (8).jpg,RealImagesDataset,28.13
0036 (9).jpg,RealImagesDataset,25.97
0036.jpg,RealImagesDataset,11.92
0037 (10).jpg,RealImagesDataset,61.48
0037 (2).jpg,RealImagesDataset,34.37
0037 (3).jpg,RealImagesDataset,57.68
0037 (4).jpg,RealImagesDataset,14.68
0037 (5).jpg,RealImagesDataset,37.31
0037 (6).jpg,RealImagesDataset,27.34
0037 (7).jpg,RealImagesDataset,16.04
0037 (8).jpg,RealImagesDataset,17.39
0037 (9).jpg,RealImagesDataset,38.04
0037.jpg,RealImagesDataset,5.52
0038 (10).jpg,RealImagesDataset,22.46
0038 (2).jpg,RealImagesDataset,69.52
0038 (3).jpg,RealImagesDataset,56.10
0038 (4).jpg,RealImagesDataset,8.60
0038 (5).jpg,RealImagesDataset,35.37
0038 (6).jpg,RealImagesDataset,54.79
0038 (7).jpg,RealImagesDataset,27.48
0038 (8).jpg,RealImagesDataset,20.38
0038 (9).jpg,RealImagesDataset,19.27
0038.jpg,RealImagesDataset,14.10
0039 (10).jpg,RealImagesDataset,47.30
0039 (2).jpg,RealImagesDataset,32.04
0039 (3).jpg,RealImagesDataset,15.37
0039 (4).jpg,RealImagesDataset,41.68
0039 (5).jpg,RealImagesDataset,16.65
0039 (6).jpg,RealImagesDataset,27.88
0039 (7).jpg,RealImagesDataset,39.02
0039 (8).jpg,RealImagesDataset,24.73
0039 (9).jpg,RealImagesDataset,13.34
0039.jpg,RealImagesDataset,27.80
0040 (10).jpg,RealImagesDataset,55.60
0040 (2).jpg,RealImagesDataset,37.15
0040 (3).jpg,RealImagesDataset,10.98
0040 (4).jpg,RealImagesDataset,21.79
0040 (5).jpg,RealImagesDataset,40.43
0040 (6).jpg,RealImagesDataset,14.74
0040 (7).jpg,RealImagesDataset,45.04
0040 (8).jpg,RealImagesDataset,24.92
0040 (9).jpg,RealImagesDataset,14.23
0040.jpg,RealImagesDataset,14.34
0041 (10).jpg,RealImagesDataset,15.54
0041 (2).jpg,RealImagesDataset,65.73
0041 (3).jpg,RealImagesDataset,52.94
0041 (4).jpg,RealImagesDataset,6.35
0041 (5).jpg,RealImagesDataset,58.02
0041 (6).jpg,RealImagesDataset,31.85
0041 (7).jpg,RealImagesDataset,56.43
0041 (8).jpg,RealImagesDataset,47.53
0041 (9).jpg,RealImagesDataset,23.54
0041.jpg,RealImagesDataset,59.11
0042 (10).jpg,RealImagesDataset,15.67
0042 (2).jpg,RealImagesDataset,50.66
0042 (3).jpg,RealImagesDataset,6.66
0042 (4).jpg,RealImagesDataset,42.33
0042 (5).jpg,RealImagesDataset,25.74
0042 (6).jpg,RealImagesDataset,45.52
0042 (7).jpg,RealImagesDataset,43.88
0042 (8).jpg,RealImagesDataset,41.53
0042 (9).jpg,RealImagesDataset,36.40
0042.jpg,RealImagesDataset,16.40
0043 (10).jpg,RealImagesDataset,52.49
0043 (2).jpg,RealImagesDataset,51.86
0043 (3).jpg,RealImagesDataset,22.87
0043 (4).jpg,RealImagesDataset,20.06
0043 (5).jpg,RealImagesDataset,14.77
0043 (6).jpg,RealImagesDataset,58.69
0043 (7).jpg,RealImagesDataset,52.56
0043 (8).jpg,RealImagesDataset,40.16
0043 (9).jpg,RealImagesDataset,46.81
0043.jpg,RealImagesDataset,19.62
0044 (10).jpg,RealImagesDataset,15.58
0044 (2).jpg,RealImagesDataset,54.38
0044 (3).jpg,RealImagesDataset,40.77
0044 (4).jpg,RealImagesDataset,13.36
0044 (5).jpg,RealImagesDataset,25.86
0044 (6).jpg,RealImagesDataset,26.76
0044 (7).jpg,RealImagesDataset,63.55
0044 (8).jpg,RealImagesDataset,30.49
0044 (9).jpg,RealImagesDataset,30.54
0044.jpg,RealImagesDataset,33.60
0045 (10).jpg,RealImagesDataset,56.39
0045 (2).jpg,RealImagesDataset,62.52
0045 (3).jpg,RealImagesDataset,32.21
0045 (4).jpg,RealImagesDataset,23.77
0045 (5).jpg,RealImagesDataset,23.55
0045 (6).jpg,RealImagesDataset,24.71
0045 (7).jpg,RealImagesDataset,67.97
0045 (8).jpg,RealImagesDataset,48.26
0045 (9).jpg,RealImagesDataset,31.86
0045.jpg,RealImagesDataset,49.80
0046 (10).jpg,RealImagesDataset,45.40
0046 (2).jpg,RealImagesDataset,49.14
0046 (3).jpg,RealImagesDataset,19.92
0046 (4).jpg,RealImagesDataset,29.77
0046 (5).jpg,RealImagesDataset,30.27
0046 (6).jpg,RealImagesDataset,30.38
0046 (7).jpg,RealImagesDataset,47.45
0046 (8).jpg,RealImagesDataset,21.13
0046 (9).jpg,RealImagesDataset,21.75
0046.jpg,RealImagesDataset,10.05
0047 (10).jpg,RealImagesDataset,29.50
0047 (2).jpg,RealImagesDataset,46.28
0047 (3).jpg,RealImagesDataset,27.75
0047 (4).jpg,RealImagesDataset,6.50
0047 (5).jpg,RealImagesDataset,40.73
0047 (6).jpg,RealImagesDataset,45.74
0047 (7).jpg,RealImagesDataset,60.15
0047 (8).jpg,RealImagesDataset,43.44
0047 (9).jpg,RealImagesDataset,51.70
0047.jpg,RealImagesDataset,27.69
0048 (10).jpg,RealImagesDataset,21.54
0048 (2).jpg,RealImagesDataset,56.59
0048 (3).jpg,RealImagesDataset,44.69
0048 (4).jpg,RealImagesDataset,25.19
0048 (5).jpg,RealImagesDataset,32.94
0048 (6).jpg,RealImagesDataset,26.92
0048 (7).jpg,RealImagesDataset,66.58
0048 (8).jpg,RealImagesDataset,61.39
0048 (9).jpg,RealImagesDataset,16.19
0048.jpg,RealImagesDataset,10.77
0049 (10).jpg,RealImagesDataset,18.32
0049 (2).jpg,RealImagesDataset,36.41
0049 (3).jpg,RealImagesDataset,46.77
0049 (4).jpg,RealImagesDataset,38.20
0049 (5).jpg,RealImagesDataset,45.11
0049 (6).jpg,RealImagesDataset,51.81
0049 (7).jpg,RealImagesDataset,22.31
0049 (8).jpg,RealImagesDataset,55.83
0049 (9).jpg,RealImagesDataset,13.73
0049.jpg,RealImagesDataset,45.70
0050 (10).jpg,RealImagesDataset,14.69
0050 (2).jpg,RealImagesDataset,32.59
0050 (3).jpg,RealImagesDataset,47.31
0050 (4).jpg,RealImagesDataset,43.47
0050 (5).jpg,RealImagesDataset,30.82
0050 (6).jpg,RealImagesDataset,66.08
0050 (7).jpg,RealImagesDataset,50.56
0050 (8).jpg,RealImagesDataset,22.11
0050 (9).jpg,RealImagesDataset,38.89
0050.jpg,RealImagesDataset,26.91
0051 (10).jpg,RealImagesDataset,52.94
0051 (2).jpg,RealImagesDataset,60.25
0051 (3).jpg,RealImagesDataset,24.66
0051 (4).jpg,RealImagesDataset,33.23
0051 (5).jpg,RealImagesDataset,28.73
0051 (6).jpg,RealImagesDataset,60.08
0051 (7).jpg,RealImagesDataset,39.49
0051 (8).jpg,RealImagesDataset,43.49
0051 (9).jpg,RealImagesDataset,47.53
0051.jpg,RealImagesDataset,22.62
0052 (10).jpg,RealImagesDataset,41.16
0052 (2).jpg,RealImagesDataset,47.26
0052 (3).jpg,RealImagesDataset,40.38
0052 (4).jpg,RealImagesDataset,15.14
0052 (5).jpg,RealImagesDataset,12.52
0052 (6).jpg,RealImagesDataset,65.47
0052 (7).jpg,RealImagesDataset,72.79
0052 (8).jpg,RealImagesDataset,57.72
0052 (9).jpg,RealImagesDataset,51.93
0052.jpg,RealImagesDataset,23.59
0053 (10).jpg,RealImagesDataset,14.56
0053 (2).jpg,RealImagesDataset,53.37
0053 (3).jpg,RealImagesDataset,29.77
0053 (4).jpg,RealImagesDataset,30.47
0053 (5).jpg,RealImagesDataset,36.69
0053 (6).jpg,RealImagesDataset,17.30
0053 (7).jpg,RealImagesDataset,27.10
0053 (8).jpg,RealImagesDataset,16.29
0053 (9).jpg,RealImagesDataset,25.99
0053.jpg,RealImagesDataset,25.81
0054 (10).jpg,RealImagesDataset,27.18
0054 (2).jpg,RealImagesDataset,49.63
0054 (3).jpg,RealImagesDataset,38.59
0054 (4).jpg,RealImagesDataset,45.27
0054 (5).jpg,RealImagesDataset,31.19
0054 (6).jpg,RealImagesDataset,18.29
0054 (7).jpg,RealImagesDataset,13.17
0054 (8).jpg,RealImagesDataset,47.81
0054 (9).jpg,RealImagesDataset,11.27
0054.jpg,RealImagesDataset,35.91
0055 (10).jpg,RealImagesDataset,33.77
0055 (2).jpg,RealImagesDataset,28.40
0055 (3).jpg,RealImagesDataset,37.76
0055 (4).jpg,RealImagesDataset,29.11
0055 (5).jpg,RealImagesDataset,14.35
0055 (6).jpg,RealImagesDataset,12.87
0055 (7).jpg,RealImagesDataset,65.24
0055 (8).jpg,RealImagesDataset,53.16
0055 (9).jpg,RealImagesDataset,26.29
0055.jpg,RealImagesDataset,13.45
0056 (10).jpg,RealImagesDataset,19.02
0056 (2).jpg,RealImagesDataset,60.57
0056 (3).jpg,RealImagesDataset,60.78
0056 (4).jpg,RealImagesDataset,62.54
0056 (5).jpg,RealImagesDataset,28.89
0056 (6).jpg,RealImagesDataset,45.94
0056 (7).jpg,RealImagesDataset,16.75
0056 (8).jpg,RealImagesDataset,31.17
0056 (9).jpg,RealImagesDataset,17.50
0056.jpg,RealImagesDataset,9.13
0057 (10).jpg,RealImagesDataset,85.89
0057 (2).jpg,RealImagesDataset,79.16
0057 (3).jpg,RealImagesDataset,10.63
0057 (4).jpg,RealImagesDataset,86.55
0057 (5).jpg,RealImagesDataset,44.16
0057 (6).jpg,RealImagesDataset,47.58
0057 (7).jpg,RealImagesDataset,40.35
0057 (8).jpg,RealImagesDataset,34.39
0057 (9).jpg,RealImagesDataset,56.94
0057.jpg,RealImagesDataset,54.27
0058 (10).jpg,RealImagesDataset,7.69
0058 (2).jpg,RealImagesDataset,52.82
0058 (3).jpg,RealImagesDataset,28.39
0058 (4).jpg,RealImagesDataset,30.56
0058 (5).jpg,RealImagesDataset,13.45
0058 (6).jpg,RealImagesDataset,27.13
0058 (7).jpg,RealImagesDataset,17.42
0058 (8).jpg,RealImagesDataset,54.46
0058 (9).jpg,RealImagesDataset,35.62
0058.jpg,RealImagesDataset,40.99
0059 (10).jpg,RealImagesDataset,11.98
0059 (2).jpg,RealImagesDataset,53.24
0059 (3).jpg,RealImagesDataset,37.48
0059 (4).jpg,RealImagesDataset,13.89
0059 (5).jpg,RealImagesDataset,50.53
0059 (6).jpg,RealImagesDataset,24.95
0059 (7).jpg,RealImagesDataset,51.48
0059 (8).jpg,RealImagesDataset,43.58
0059 (9).jpg,RealImagesDataset,30.83
0059.jpg,RealImagesDataset,30.81
0060 (10).jpg,RealImagesDataset,27.26
0060 (2).jpg,RealImagesDataset,54.15
0060 (3).jpg,RealImagesDataset,28.15
0060 (4).jpg,RealImagesDataset,18.27
0060 (5).jpg,RealImagesDataset,28.14
0060 (6).jpg,RealImagesDataset,50.29
0060 (7).jpg,RealImagesDataset,19.96
0060 (8).jpg,RealImagesDataset,18.53
0060 (9).jpg,RealImagesDataset,17.01
0060.jpg,RealImagesDataset,30.36
0061 (10).jpg,RealImagesDataset,39.88
0061 (2).jpg,RealImagesDataset,77.88
0061 (3).jpg,RealImagesDataset,35.52
0061 (4).jpg,RealImagesDataset,17.25
0061 (5).jpg,RealImagesDataset,14.75
